Object Number,Title,Period,Classification,Link Resource
2020.396.39,寒林山水図 (Kanrin sansui zu)|Wintry Landscape with Trees,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845163
2020.396.40,冬山水図 (Fuyu sansui zu)|Winter Landscape,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845164
2020.396.41,「夏山深翠」(Kazan shinsui) |“The Deep Green of Summer Mountains”,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845165
2020.396.42,墨梅竹図 (Boku baichiku zu)|Ink Plum and Bamboo,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845166
2020.392,月夜山水図|Moonlit Landscape,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845805
2021.260a–d,田中頼璋筆 「挂瀑四致」|Four Perfect Views of Waterfalls,Taishō era (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/845815
2021.364a–d,,Republic period (1912–49),Paintings,http://www.metmuseum.org/art/collection/search/846730
"2021.81a, b",,Thanjavur School,Paintings,http://www.metmuseum.org/art/collection/search/850685
2021.117,영산희상도|靈山會上圖)|Vulture Peak Assembly,Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/851353
2021.154,,Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/851420
2021.139,初代市川男女蔵像|Memorial Portrait of the Actor Ichikawa Ōmezō I,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/852357
2021.179,곽분양행락도|郭汾陽行樂圖|The Banquet of Guo Ziyi,Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/852446
2021.398.2,尚齒會圖 (Shōshikai zu)|Gathering to Celebrate Old Age,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/853169
2021.398.3,"閻魔廳図 (Enmachō zu)|Hall of Enma, the King of Hell",Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/853170
2022.432.1,富岡鉄斎筆　懷素書蕉図|Huaisu Writing on a Banana Leaf ,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/853171
2022.432.2,富岡鉄斎筆  「蘭亭脩禊図」|Poetry Gathering at the Orchid Pavilion (Lanting),Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/853172
2022.432.3,富岡鉄斎筆 「觀瀑滌俗」|Washing Away the Vulgar While Viewing a Waterfall,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/853173
2021.398.4,歳寒三友図 (Saikan sanyū zu)|Three Friends of Winter,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/853174
2022.432.4,富岡鉄斎筆　怪石図|Rock in the Shape of a Fantastic Mountain,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/853175
2021.398.5,萬歳楽圖 (Manzairaku zu)|Manzai Performers,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/853176
2021.398.7,"不動明王像|Fudō Myōō (Achala Vidyaraja), The Immovable Wisdom King",Kamakura period (1185–1333),Paintings,http://www.metmuseum.org/art/collection/search/853186
2021.398.10,陳蒲鞋偈頌画賛  (Chin Poai geju gasan)|Inscription on the anonymous painting of Chen Puxie,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/853191
2022.432.7,墨齊(没倫紹等)筆　葡萄図|Grapes,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/853192
2022.432.8,雪村周継筆　費長房図|Daoist Master Fei Zhangfang with a Dragon,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/853194
2022.432.10,"松竹葡萄栗鼠図|소나무, 대나무, 포도, 그리고 다람쥐|Sonamu, daenamu, podo, geuligo dalamjwi|Pine, Bamboo, Grape, and Squirrel",Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/853197
2022.432.11,俵屋宗達工房　狗図|Puppy,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853199
"2022.432.12a, b",岩佐又兵衛筆　瀟湘八景図|Eight Views of Xiao and Xiang,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853201
2021.398.15,"僧正遍照「道蘊本」三十六歌仙絵巻断簡|Archbishop Henjō (Sōjō Henjō zu), from the Dōon Version of the Thirty-Six Poetic Immortals",Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853202
2022.432.13,舞妓図|Dancer with a Fan,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853204
2021.398.17a–c,人麻呂 (中)  ・ 伊勢 (右) ・ 小町 (左) 図|Portraits of Three Famous Poets: Hitomaro (M) ・Ise (R) ・Komachi (L),Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853205
2021.398.18,牡丹図 (Botan zu)|Peonies,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853208
"2022.432.16a, b",与謝蕪村筆　寒山拾得図|Hanshan and Shide,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853209
2021.398.19,浅絳山水図 (Senkō sansui zu)|Landscape in Light Colors,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853210
2022.432.17,松村呉春筆　渓山探薬図|Herb Gatherer in the Mountains,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853211
2022.432.18,釧雲泉筆　觀瀑山水図|Viewing a Waterfall,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853212
"2022.432.19a, b",狩野伊川院栄信筆 岳陽楼図|Yueyang Pavilion,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853214
2021.398.21,澱川邂逅之図 (Yodogawa kaikō no zu)|Unexpected Meeting on the Yodo River,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853216
2022.432.21,田能村竹田筆  竹林双鶴図|Pair of Cranes in Bamboo Grove,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853217
"2022.432.22a, b",,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853218
"2021.398.22a, b",,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853219
2022.432.23,高井鴻山筆　妖怪図|Demons and Monsters,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/853220
2022.432.24,天野方壷筆　竹林観世音図 |Kannon in a Bamboo Grove,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/853221
2021.398.23,白雲紅樹 (Hakuun kōju)|White Clouds and Crimson Trees,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/853223
2022.432.26,,Meiji period (18168–1912),Paintings,http://www.metmuseum.org/art/collection/search/853224
2022.432.30,下村観山筆　春蘭|Spring Orchids,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/853229
2022.432.31,石井林響筆　武陵桃源図|Peach Blossom Spring in Wuling,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/853230
2021.398.25,埴輪図 (Haniwa zu)|Haniwa,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/853231
2021.398.26,桃源境図 (Tōgenkyō zu)|Peach Blossom Spring Utopia,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/853232
2022.432.32,"中村不折書  王維詩「竹里館」|“Lodge in the Bamboo Grove,” a Poem by Wang Wei  ",Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/853234
2021.396.1,,"Muromachi 1392–1573), Momoyama (1573–1615), or Edo (1615–1868) period",Paintings,http://www.metmuseum.org/art/collection/search/853237
2021.396.2,五髪文殊菩薩像|The Bodhisattva Five-Topknot Monju (Manjushri) (Gokei Monju Bosatsu zō),Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853238
2021.396.3,薬師三尊|Triad of the Medicine Master Buddha Yakushi (Bhaisajya Buddha),Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/853239
2022.432.34,岡文濤筆　紅蔦小禽図 |Red Ivy and a Small Bird ,Taishō (1912–26) or Shōwa (1926–89) period,Paintings,http://www.metmuseum.org/art/collection/search/853252
2021.398.28,白雲出岫図 (Hakuun shutsushū zu)|White Clouds Emerging from Mountains,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/853253
2022.432.36,安田半圃筆  「漁隠之図」|Fishing in Reclusion,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/853256
2021.398.30,桃図 (Momo zu)|Peaches,Shōwa period (1926–1989),Paintings,http://www.metmuseum.org/art/collection/search/853257
2022.432.37,川村暘谷筆  竹林図|Bamboo Grove,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/853258
2021.398.31,松楼春暁 (Shōrō shungyō)|Pine Pavilion in the Spring Dawn,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/853259
"2022.432.38a, b","藤井達吉筆  月に鵜鷺|Moon, Cormorants and Herons",Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/853260
2021.398.32,鷲 (Washi)|Eagle,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/853261
"2021.398.33a, b",寒山拾得図 (Kanzan Jittoku zu)|Hanshan and Shide,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/853333
2022.432.39,野長瀬晩筆  「溪流乃図」|Mountain Stream,Taishō (1912–26) or Shōwa period (1926–1989),Paintings,http://www.metmuseum.org/art/collection/search/853334
2021.398.35,小町屋敷 (Komachi yashiki)|Komachi’s Residence,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/853336
2022.432.40,平井楳仙筆  『幽居』|Secluded Hermitage,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/853337
2021.398.36,比翼塚 (Hiyokuzuka)|Lovers’ Double Grave,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/853338
2022.432.41,白倉二峰筆　秋景図|Autumn Landscape,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/853339
2021.398.37,慈航妃図 (Jikōhi zu)|Goddess of Compassion,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/853341
2021.283,明　葉廣　月下漁夫圖　軸|Fisherman viewing the moon,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/853796
2021.284,清 吳龍 仿古山水圖 冊|Paintings after old masters,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/853797
2021.285,清 尤蔭 長嘯軒圖 卷|The Studio of Prolonged Soughing,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/853798
2022.267.1,작자미상 감묘여재도 조선|作者未詳	感慕如在圖  朝鮮|Gammo yeojaedo|Ancestral shrine painting,Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/853894
2021.286a–t,清　費肇陽　豳風七月詩意圖　冊|Odes of the State of Bin: The Seventh Month,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/854002
2021.322,竹内栖鳳筆 老松鸚鵡図|Parrot on an Ancient Pine,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/854186
2021.324,清   佚名   官員朝袍端罩像   軸|Portrait of a man in court robes with fur surcoat,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/854220
2021.402,"豊原国周筆　当世庶民風俗画帖|Artisans, Beauties, and Annual Events",Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/854699
2021.262,歌川 国貞・昇亭北壽筆　「暫く」|Ichikawa Danjūrō VII in a Shibaraku Role Confronting the Catfish Priest,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/854700
2021.390,清　余奏言、顏炳　望雲山莊後圖八景　卷|Rear View of the Mountain Villa for Watching Clouds,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/855071
"2022.17.1, .2",寂光図|Tranquil Light (Jakkō),Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/857011
2022.128,清　王原祁　溪山無盡圖　卷|Streams and Mountains without End,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/857205
"2022.163.1, .2",大潮の跡|After High Tide,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/857698
2022.344,渡辺省亭筆 「七美人之図」|Seven Beauties of the Bamboo Grove ,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/857953
2022.166a–c,蟹図［表］ 牡丹図［裏］大衝立|Crabs and Peonies,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/858249
2022.98,,Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/860959
2022.99,,Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/860960
2022.97,,Southern Song dynasty (1127–1279),Paintings,http://www.metmuseum.org/art/collection/search/860963
2023.2,尾竹越堂筆　百合持つ美人図|Young Woman with a Lily 百合持つ美人図,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/871867
2023.3,島崎柳塢筆　女給図|Café Waitress (Jokyū) 女給図,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/871868
2023.4,菊池契月筆 「清籟」|Purifying Sound (Seirai) 清籟,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/871869
2022.498,堀井香坡筆　「雷鳴図」|Thunder	,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/871870
2023.6,北野恒富筆　「舞妓」|Maiko (Female Performer) 舞妓,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/871872
"2023.7a, b",,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/871873
2022.499,北野恒富筆  「踏絵」|Stomping on a Christian Icon,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/871874
2022.500,山村耕花  「鷺娘」|The Heron Maiden,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/871875
2023.8,中村大三郎筆　「つゝみ」|Tsuzumi (Hand Drum) つゝみ,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/871876
2022.501,竹内鳴鳳筆  「雪乃日」|A Snowy Day,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/871877
2022.515,立石春美筆　「ランプ」|Woman with an Oil Lamp (Ranpu) 立石春美筆　「ランプ」,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/871891
