Object Number,Title,Period,Classification,Link Resource
2015.300.42,"川又常正筆  「夕顔」『源氏物語』|""Evening Faces"" chapter from The Tale of Genji (Genji monogatari)",Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671032
2015.300.220,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671033
2015.300.134,石川豊信筆  文を読む遊女図|Courtesan Reading a Letter,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671034
2015.300.168,池大雅筆　蘇鉄図|Cycad,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671035
2015.300.71,雲谷等顔筆　玉甫紹琮賛　達磨図|Bodhidharma,Momoyama period (1573–1615),Paintings,http://www.metmuseum.org/art/collection/search/671040
2015.300.146,歌川豊春筆　桜下遊女と禿|Courtesan and her Attendant under a Cherry Tree,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671041
2015.300.75,小野通筆　布袋唐子図|Hotei with a Child,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671042
2015.300.147,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671044
2015.300.149,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671045
2015.300.162,"池大雅筆　倣郭忠恕風雪景山水図|Wintry Landscape, in the Style of Guo Zhongshu",Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671046
2015.300.148,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671047
2015.300.196,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671048
2015.300.143,琴風舎豊麿筆　見立寒山拾得図|Courtesans Parodying Kanzan and Jittoku,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671050
"2015.300.218a, b",,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671051
2015.300.59,雲溪永怡筆   太虛祥廓賛   枝に小禽図|Bird on a Branch,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/671052
2015.300.43,"菱川和翁筆　大君 「橋姫」『源氏物語』|Princess Ogimi from the ""Bridge Maiden"" (Hashihime)  chapter from The Tale of Genji (Genji Monogatari)",Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671053
2015.300.60,楊月筆    默默道人賛   藻鯉図|Carp and Waterweeds,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/671055
2015.300.221,海北友雪筆　周茂叔愛蓮図|Zhou Maoshu Admiring Lotuses,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/671056
2015.300.209,,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/671057
2014.727,窪俊満筆 六歌仙図|The Six Poetic Immortals,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/675695
2015.253,작자미상 산신과 호랑이   조선|作者未詳 山神圖   朝鮮|Mountain God with Tiger and Attendants,Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/676034
2015.224a–c,清   佚名   時令三景|Three scenes from festivals of the twelve months,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/679188
2015.602,百年無事人|For a hundred years [I have been] a person with no attachments,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/679649
2015.585,今津辰之筆　桜に孔雀図屏風|Peacocks and Cherry Blossoms,Taishō period (1912–26),Paintings,http://www.metmuseum.org/art/collection/search/688515
2016.517,長命寺参詣曼荼羅図屏風|Chōmeiji Temple Pilgrimage Mandala,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/688517
2016.19,"『過去現在因果経』　断簡|“The Historical Buddha Preaching,” a section from The Illustrated Sutra of Past and Present Karma (Kako genzai inga kyō emaki)",Nara period (710–794),Paintings,http://www.metmuseum.org/art/collection/search/690059
2015.574,清   王學浩   焦山媵鼎圖   卷|Presenting the Tripod,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/699514
2015.788,清　王鑑　倣范中立溪亭山色圖　軸|Mountain Scenery with Streams and Pavilions in the Style of Fan Kuan,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/701452
2019.419.1,蜀山人（大田南畝）・式亭三馬他　諸家書画寄書|Drawings and Poems by Various Artists,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/705076
2019.419.2,酒井抱一筆　楊柳観音図|Willow Kannon,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/705791
2015.785,,Mughal period (1526–1858),Paintings,http://www.metmuseum.org/art/collection/search/706056
"2017.37.1, .2",邸内遊楽図屏風|Amusements in a Mansion,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/712056
2016.238,明   劉俊   韓湘子圖   軸|The Daoist Immortal Han Xiangzi,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/712098
2017.371,,Sakya Order,Paintings,http://www.metmuseum.org/art/collection/search/714877
2016.486,明   佚名  問道李鐵拐圖   軸|Daoist immortal Li Tieguai receiving a visitor,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/714942
2016.362a–t,清　改琦，　曹貞秀　列女圖　冊|Famous Women,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/733847
2016.743,清   王概   金陵感舊圖   卷|Reminiscence of Jinling,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/735059
"2016.742.1, .2",千住博筆　「水神宮｣|Shrine of the Water God (Suijingū),Heisei period (1989–2019),Paintings,http://www.metmuseum.org/art/collection/search/739224
2019.193.77,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/748253
2019.193.79,日根対山筆　「林塘秋暇」|“At leisure in a lakeside grove in autumn”,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/748259
"2020.323.19a, b",長澤蘆雪筆　岩上猿・猿回し師唐子狗児図|Monkey on a Rock; Monkey Trainer with Chinese Children and Puppy,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/748263
2017.185,도암   신학권   금강내산총도   조선|陶菴 申學權   金剛內山總圖    朝鮮|General View of Inner Geumgang,Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/748432
2017.133,清　佚名　金衢先生小照　卷|Portrait of Shaoyu in the guise of Liu Ling,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/749116
2017.292,小林清親筆　頼豪阿闍梨図|The Fury of Monk Raigō,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/749407
2017.730,狩野孝信工房作　女歌舞伎図屏風|Women’s Kabuki,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/749778
2020.75.1,五髻文殊菩薩像|The Bodhisattva Monju (Manjushri) with Five Topknots,Nanbokuchō period (1336–92),Paintings,http://www.metmuseum.org/art/collection/search/752006
2019.418.2,馬鳴菩薩像|Memyō Bosatsu (Ashvaghosha Bodhisattva) Mounted on a Horse,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/752007
2019.418.3,豊蔵坊信海筆　夢中の猫図|Dreaming Cat,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/752008
2020.75.2,,"Edo period (1615–1868), probably Kyōhō era (1716–36)",Paintings,http://www.metmuseum.org/art/collection/search/752009
2019.418.4,長澤蘆雪筆　渡唐天神図|Tenjin Traveling to China,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/752010
2020.75.3,大奥女中芝居見物図|Lady-in-Waiting at Edo Castle,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/752013
2017.283.1–.11,酒井抱一 「月次絵」|Activities of the Twelve Months,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/752036
2017.327.3,清   唐炗   紅蓮魚藻圖   軸|Red lotus and fish,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/754013
2017.293,酒井抱一筆 白衣観音図|White-Robed Kannon,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/754545
2018.22,五月幟図|Boy’s Day Carp Streamer and Shōki Banner,Meiji period (1868–1911),Paintings,http://www.metmuseum.org/art/collection/search/754547
2017.724,清　吳滔　園林圖　冊頁|Garden scene,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/756889
"2018.283.1, .2","岸竹堂筆　虎図屏風|Tiger, Tigress and Cub",Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/757347
2018.76,鞍馬山曼荼羅・毘沙門天三尊像図|Mount Kurama Mandala: Bishamonten Triad,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/757349
2018.9,杉本博司作  「華厳滝図」|Kegon Waterfall,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/765002
2018.39,伝川合玉堂筆  鍾馗図|Shōki the Demon Queller,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/765503
"2018.55.1, .2",酒井抱一筆　桜楓図屏風|Cherry and Maple Trees,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/765976
2018.19,諸画家  加茂季鷹賛  「神妙画帖」|Painting Album of Sublime Talent,Edo Period (1615-1868),Paintings,http://www.metmuseum.org/art/collection/search/769189
2018.21,歌川豊広筆　「納涼美人図」|Woman Cooling Herself,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/771523
2019.290.10,現代   傅抱石   遊山圖   軸|Solitary traveler in the mountains,Republic period (1912–49),Paintings,http://www.metmuseum.org/art/collection/search/772743
2018.147a–d,清　龔谷　躍鯉圖　四條屏|Nine carp,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/784284
2018.148,"清   陳兆鳳   松鶴圖   四條屏|Crane, pine, and rock",Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/784285
"2018.853.39a, b",小野お通書　源氏物語画帖|Excerpts from The Tale of Genji,Momoyama (1573–1615),Paintings,http://www.metmuseum.org/art/collection/search/784981
"2018.449.1, .2",曽我直庵筆　架鷹図押絵貼屏風|Tethered Hawks,Momoyama period (1573–1615),Paintings,http://www.metmuseum.org/art/collection/search/786794
2018.914.2,伝歌川豊春筆　蜀山人（太田南畝）賛　女達磨図|Courtesan as Daruma,Edo period (1615-1868),Paintings,http://www.metmuseum.org/art/collection/search/812305
2018.850,清   楊涵   風竹圖   軸|Windblown bamboo,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/813350
2019.40,"月岡芳年筆　「月百姿 源氏夕顔巻」|The Spirit of the Deceased Yūgao Entwined in Moonflower Vines, based on the print “The Lady of the Evening Faces,” from the series One Hundred Aspects of the Moon (Tsuki hyakushi: Genji Yūgao no maki) ",Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/815476
2019.41,"月岡芳年筆　「月百姿 石山の月」|Murasaki Shikibu at Ishiyamadera Temple, based on the print “The Moon at Ishiyama,” from the series One Hundred Aspects of the Moon (Tsuki hyakushi: Ishiyama no tsuki)",Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/815478
2018.853.4a–c,"白衣観音・寒山・拾得図|Triptych of White-robed Kannon, Kanzan, and Jittoku",Nanbokuchō (1336–1392)–Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/816191
"2018.853.5a, b",墨梅図|Ink Plum,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/816192
2018.853.6,東坡戴笠図|Su Dongpo in a Borrowed Hat,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/816193
2018.853.7,相阿弥筆　山水図|Landscape,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/816194
2018.853.8,狩野之信筆　松鷹図|Hawk on a Pine,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/816195
2018.853.9,土岐洞文筆　雪景山水図|Snowy Landscape,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/816196
2018.853.13,俵屋宗達筆　白鷺図|White Heron,Momoyama (1573–1615)–Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816200
"2018.853.15a, b",曽我二直庵筆　鷹図|Hawks,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816202
2018.853.16,風流踊図 屏風|Festive Dancing at a Samurai Residence (Fūryū odori zu byōbu),Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816203
2018.853.17,男舞図|Dancer with a Sword,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816204
2018.853.18,「風」：詩歌巻断簡|Poems on “Wind” from Japanese and Chinese and Poems to Sing ,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816205
2018.853.30,唐美人図  (Tō bijin zu)|Chinese Beauty,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816206
2018.853.21,照山元瑶筆　隠元隆琦 ・ 木庵性瑫賛　一葉観音図 (Ichiyō Kannon zu)|Kannon on a Lotus Petal,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816209
2018.853.22,望月玉蟾筆　真珠庵蔵百鬼夜行絵巻図|Copy of Night Parade of One Hundred Demons from the Shinjuan Collection,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816210
2018.853.23,柳沢淇園筆　竹石図|Rock and Bamboo,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816211
2018.853.25,宮川一笑筆　武士と若衆|Samurai and Wakashu (Male Youth),Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816213
2018.853.26,勝川春章筆  佛母恵選賛　江口の君図|Courtesan of Eguchi,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816214
2018.853.27,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816215
2018.853.28,松村呉春筆　賣魚図|Fish Market,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816216
2018.853.31,岸駒筆　寿老人図|Jurōjin,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816259
2018.853.32,岡田半江筆　 溪山秋社図|Autumn Festival on a Mountain,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816260
2018.853.33,冷泉為恭筆　圓融院船岡山子日御遊図|Emperor Enyū’s Outing to Funaokayama on the First Day of the Rat in the New Year,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816261
2018.853.34,太田垣蓮月書 「野に山に」の歌|Waka Poem: “Across the fields and hills…”,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/816262
2018.853.35,"棟方志功筆　蒼赫二童子図|Red and Blue, Two Attendants",Showa period (1926–1989),Paintings,http://www.metmuseum.org/art/collection/search/816263
2018.853.36,棟方志功筆　平安の壁|Heian Wall,Shōwa period (1926–1989),Paintings,http://www.metmuseum.org/art/collection/search/816264
2019.64,,Shah period (1768–2008),Paintings,http://www.metmuseum.org/art/collection/search/819646
2019.65,,Shah period (1768–2008),Paintings,http://www.metmuseum.org/art/collection/search/819647
2019.218,"岩佐又兵衛筆　『平家物語』 平維盛 北の方惜別図|“Taira no Koremori’s Farewell,”  from The Tale of the Heike (Heike monogatari)",Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/823663
2019.327,,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/823664
2019.560,秋夜長物語絵巻|Scene from A Long Tale for an Autumn Night,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/825523
2019.366,「春」|Primavera (Haru),Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/826405
2020.170,地獄図|Scenes of the Buddhist Hell,Edo (1615–1868)–Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/826900
2020.93,鳥獣戯画の場面|Scene Inspired by the Scrolls of Frolicking Animals and Humans,Meiji Period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/826905
2020.118a–j,七寶山|Chilbosan (Seven Jeweled Mountain),Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/827268
2019.420.2,伝可翁筆　牧童図|Herdboys and Buffalos,Kamakura  (1185–1333)–Nanbokuchō period (1336–1392),Paintings,http://www.metmuseum.org/art/collection/search/829379
2019.420.3,地蔵菩薩|Jizō Bosatsu (Sanskrit: Ksitigharba),Nanbokuchō period (1336–92),Paintings,http://www.metmuseum.org/art/collection/search/829380
2019.420.4,"源宗于　「藤房本　三十六歌仙絵巻」断簡|Minamoto no Muneyuki, from the “Fujifusa Version” of Thirty-six Poetic Immortals (Fujifusa-bon Sanjūrokkasen emaki)",Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/829381
2019.420.5,等歳筆　渡唐天神|Tenjin Traveling to China,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/829382
2019.420.6,天隠龍澤筆　山水図|Landscape,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/829383
2019.420.8a–c,伝狩野元信筆　花鳥図|Birds and Flowers,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/829385
2019.420.10,雲谷等顔筆　蜆子和尚図|Priest Xianzi,Momoyama period (1573–1615),Paintings,http://www.metmuseum.org/art/collection/search/829387
2019.420.11,後陽成天皇他筆　和歌色紙帖|Album of waka,Momoyama period (1573–1615),Paintings,http://www.metmuseum.org/art/collection/search/829388
"2019.420.13.1, .2",土佐派絵師  源氏物語図色紙貼交屏風|Tale of Genji Screen (Genji monogatari zu shikishi harimaze byōbu),Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829390
2019.420.14,賀茂競馬図屏風|Horse Race at the Kamo Shrine (Kamo kurabeuma zu),Momoyama period (1573–1615),Paintings,http://www.metmuseum.org/art/collection/search/829391
2019.420.15,狩野山雪筆　王子猷訪戴安道図|Wang Ziyou Visiting Dai Andao on a Snowy Evening (Ō Shiyū hō Tai Andō zu),Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829392
2019.420.17,遊女藻塩読書図|The Courtesan Moshio Reading a Book,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829394
2019.420.18,舞伎図屏風|Screen of Two Dancers (Bugi zu byōbu),Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829395
2019.420.19,土佐光起筆　鷺図|Heron,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829396
2019.420.20,龍王図|Dragon King,Momoyama period (1573–1615)–Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829397
2019.420.21,"狩野常信筆　人物花鳥団扇画帖|Album of Fan-Shaped Paintings of Figures, Birds and Flowers",Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829398
2019.420.22,定家十体画帖|Teika’s Ten Styles of Japanese Poetry,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829399
2019.420.23,菊図|Chrysanthemum,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829400
"2019.420.24a, b",鶴図|Cranes,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829401
2019.420.25,与謝蕪村筆　浅絳山水図|Landscape in Light Colors,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829402
2019.420.26,森蘭斎筆  慈雲飲光賛  薔薇に兎図|Rabbit and Roses,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829403
2019.420.28,窪俊満筆　大田南畝賛　石川雅望賛　浅草庵市人賛　四方真顔賛　時鳥図|Hototogisu,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829405
2019.420.29,岸駒筆　梅花小禽図|Birds on a PlumTree,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829406
2019.420.30,"大倉笠山筆　高山流水・愈伯牙鐘子期図|High Mountains, Flowing Water: Yu Boya and Zhong Ziqi ",Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829407
2019.420.31,中林竹洞筆 「芳園酔月」図|Fragrant Garden under a Hazy Moon,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829408
2019.420.32,長澤蘆州筆　月下遊舟図|Boat under the Moon,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/829409
2019.420.34,田能村直入  蓬莱春旭図|Spring Sunrise at Hōrai,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/829411
"2019.420.35a, b",鈴木松年筆　蘇東坡先生捧腹図|Su Dongpo Laughing,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/829412
2019.420.36,森田恒友筆　「薄暮」|Early Evening,Taishō period (1912–1926),Paintings,http://www.metmuseum.org/art/collection/search/829413
2019.420.38,入江之介筆　水墨山水図|Ink Landscape,Shōwa period (1926–1989),Paintings,http://www.metmuseum.org/art/collection/search/829415
2019.420.39,橋本関雪筆　梅花図|Plum,Taishō period (1912–1926),Paintings,http://www.metmuseum.org/art/collection/search/829416
2019.420.41,菊池契月筆　舞妓図|Maiko,Taishō period (1912–1926)–Shōwa period (1926–1989),Paintings,http://www.metmuseum.org/art/collection/search/829418
2019.420.42,近藤浩一路筆　「蓬莱仙山」|Mount Penglai,Shōwa period (1926–1989),Paintings,http://www.metmuseum.org/art/collection/search/829419
2019.420.43,堂本印象筆　「秌爽清観」|Clear View on  a Crisp Autumn Day,"Taishō period (1912–1926),",Paintings,http://www.metmuseum.org/art/collection/search/829420
2019.447.1,菱川派 「参勤交代図」|Daimyo Procession to Edo,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/835028
2020.344,現代　袁譚淑繪梅，書陸機文，湯滌書碑，金西厓刻扇骨　成扇|Carved fan with plum-blossom painting,Republic period (1912–49),Paintings,http://www.metmuseum.org/art/collection/search/839236
2020.342,現代　沈石龍繪墨梅，邵岡書詩，金西厓刻扇骨，吳湖帆書詩　成扇|Carved fan with plum-blossom painting,Republic period (1912–1949),Paintings,http://www.metmuseum.org/art/collection/search/839237
2020.360a–e,龍女書　源氏物語絵巻|Illustrated Handscrolls of The Tale of Genji,Momoyama period  (1573–1615),Paintings,http://www.metmuseum.org/art/collection/search/839905
2020.117a–c,鳥文斎栄之筆　蜀山人（大田 南畝）賛　吉原の蜃気楼図|Shellfish and Apparitions of the Yoshiwara Pleasure Quarter,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/841600
2020.92,十六羅漢図合作 (Jūroku rakan zu gassaku)|Collaborative Painting of Sixteen Arhats,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/841644
"2020.359.1, .2",伝狩野山楽筆　仙人高士図屏風|Chinese Sages,Momoyama period (1573–1615),Paintings,http://www.metmuseum.org/art/collection/search/843267
2021.55,虎渓三笑図|Three Laughers of Tiger Ravine,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/843268
"2020.397a, b",「發心　出家」一遍聖絵の場面より|Monk Ippen Giving a Warrior the Tonsure and His Wife as a Lay Buddhist Nun,Shōwa period (1926–89),Paintings,http://www.metmuseum.org/art/collection/search/843269
2022.47,朱衣達磨像|Bodhidharma in Red Robes,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/843779
2020.396.5,不動明王坐像印仏 (Fudō myōō zazō inbutsu)|Stamped Images of the Wisdom King Fudō (Acala),Nanbokuchō (1336–1392)–Muromachi period (1392–1573)	,Paintings,http://www.metmuseum.org/art/collection/search/845126
2020.396.6,伝教大師(最澄)像|Portrait of Dengyō Daishi (Saichō),Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845127
2020.396.11,月に雲図 (Tsuki ni kumo zu)|Moon amid Clouds	,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845132
2020.396.12,梅に水鳥図 (Ume ni mizutori zu)|Plum Tree and Waterfowl,Muromachi period (1392–1573),Paintings,http://www.metmuseum.org/art/collection/search/845133
2020.396.13,雪中芭蕉小禽図 (Setchū bashō shōkin zu)|Plantain and Bird in Snow,Muromachi (1392–1573) or Momoyama (1573–1615) period,Paintings,http://www.metmuseum.org/art/collection/search/845134
2020.396.14,近衛前久筆　『和漢朗詠集』より白居易詩及び 藤原敏行和歌 (部分)|Chinese Couplet by Bai Juyi and Waka by Fujiwara no Toshiyuki (partial) from “Japanese and Chinese Poems to Sing” (Wakan rōeishū),Momoyama period (1573–1615),Paintings,http://www.metmuseum.org/art/collection/search/845135
2020.396.16,布袋図 (Hotei zu)|Hotei and a Child,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845137
2020.396.17,松下絵和歌巻断簡 (Matsu shita-e wakakan dankan)|Section of a Handscroll with Waka and Underpainting of Pines,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845138
2020.396.18,金銀刷檜絵下絵和歌巻断簡 (Kingin-zuri hinoki shita-e wakakan dankan)|Waka Poem with Printed Gold-and-Silver Underpainting of Cypress Fronds,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845139
2020.396.19,『狐草紙』|Tale of the Fox (Kitsune no sōshi),Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845140
2020.396.20,千利休像に遺偈 (Sen no Rikyū zō ni yuige)   |Portrait of Sen no Rikyū with his Death Poem,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845141
2020.396.22,兼好法師画像 (Kenkō Hōshi zō)|兼好法師画賛 (Kenkō hōshi gasan)|Monk Kenkō Reading by Lamplight,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845145
2020.396.28,若衆立姿図 (Wakashū tachisugata zu)|Elegantly Garbed Male Youth,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845151
2020.396.29,団扇立美人図 (Uchiwa tachi bijin zu)|Courtesan with Fan and Koto,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845152
2021.398.40,"筑摩祭・鍋被り美人図 (Tsukuma matsuri, Nabe kaburi bijin zu)|Women Carrying Pots for the Tsukuma Festival",Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/845153
2020.396.31,富嶽図 (Fugaku zu)|Mount Fuji,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845155
2020.396.32,雁来紅に叭々鳥図 (Ganraikō ni hahachō zu)|Amaranthus and Mynah Bird,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845156
2020.396.33,千代能姫図 (Chiyono-hime zu)|Lady Chiyono,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845157
2020.396.34,楓鼠図 (Fūso zu)|Rats on a Scholar’s Desk,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845158
2020.396.35,芭蕉図 (Bashō zu)  |Banana Leaves,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845159
2020.396.36,緑陰煎茗図 (Ryokuin senmei zu)|Brewing Tea in the Shade of Trees,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845160
2020.396.37,蘭亭曲水図 (Rantei kyokusui zu)|Lanting Pavilion by a Winding Stream,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845161
2020.396.38,大雅山村馬市図臨写 (Taiga “Sanson umaichi zu” rinsha)|After Ike Taiga’s “Horse Market in a Mountain Village”,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/845162
